query_id,state_label,split
math500:test:413,11,train
math500:test:414,5,train
math500:test:416,11,train
math500:test:417,11,train
math500:test:418,11,train
math500:test:419,4,train
math500:test:420,0,train
math500:test:423,10,train
math500:test:424,11,train
math500:test:425,11,train
math500:test:426,11,train
math500:test:427,5,train
math500:test:428,10,train
math500:test:430,0,train
math500:test:432,5,train
math500:test:433,5,train
math500:test:434,9,train
math500:test:435,11,train
math500:test:436,11,train
math500:test:437,0,train
math500:test:438,11,train
math500:test:439,11,train
math500:test:440,11,train
math500:test:441,14,train
math500:test:442,9,train
math500:test:443,11,train
math500:test:444,11,train
math500:test:445,5,train
math500:test:446,5,train
math500:test:448,9,train
math500:test:452,10,train
math500:test:453,11,train
math500:test:454,9,train
math500:test:455,0,train
math500:test:456,9,train
math500:test:457,11,train
math500:test:459,9,train
math500:test:460,4,train
math500:test:461,5,train
math500:test:462,0,train
math500:test:463,10,train
math500:test:464,11,train
math500:test:465,7,train
math500:test:466,10,train
math500:test:468,5,train
math500:test:469,11,train
math500:test:470,15,train
math500:test:472,10,train
math500:test:475,7,train
math500:test:476,11,train
math500:test:477,10,train
math500:test:478,11,train
math500:test:480,10,train
math500:test:482,11,train
math500:test:485,11,train
math500:test:486,5,train
math500:test:491,11,train
math500:test:494,11,train
math500:test:495,13,train
math500:test:496,9,train
math500:test:497,11,train
gpqa:test:2,3,train
gpqa:test:3,10,train
gpqa:test:4,10,train
gpqa:test:5,9,train
gpqa:test:6,13,train
gpqa:test:9,5,train
gpqa:test:10,3,train
gpqa:test:12,11,train
gpqa:test:14,9,train
gpqa:test:16,13,train
gpqa:test:17,10,train
gpqa:test:18,10,train
gpqa:test:19,10,train
gpqa:test:20,10,train
gpqa:test:23,10,train
gpqa:test:26,10,train
gpqa:test:27,10,train
gpqa:test:28,3,train
gpqa:test:29,10,train
gpqa:test:30,4,train
gpqa:test:31,3,train
gpqa:test:32,11,train
gpqa:test:33,5,train
gpqa:test:35,9,train
gpqa:test:36,4,train
gpqa:test:37,9,train
gpqa:test:40,10,train
gpqa:test:41,11,train
gpqa:test:43,4,train
gpqa:test:45,10,train
gpqa:test:46,3,train
gpqa:test:47,10,train
gpqa:test:48,3,train
gpqa:test:49,10,train
gpqa:test:50,10,train
gpqa:test:51,5,train
gpqa:test:52,9,train
gpqa:test:53,10,train
gpqa:test:54,10,train
gpqa:test:55,7,train
gpqa:test:59,11,train
gpqa:test:60,9,train
gpqa:test:61,3,train
gpqa:test:63,10,train
gpqa:test:65,9,train
gpqa:test:66,5,train
gpqa:test:67,9,train
gpqa:test:69,10,train
gpqa:test:72,3,train
gpqa:test:73,11,train
gpqa:test:74,5,train
gpqa:test:75,10,train
gpqa:test:76,10,train
gpqa:test:81,13,train
gpqa:test:86,10,train
gpqa:test:87,10,train
gpqa:test:88,10,train
gpqa:test:92,10,train
gpqa:test:94,10,train
gpqa:test:95,10,train
gpqa:test:98,3,train
gpqa:test:99,13,train
gpqa:test:100,4,train
gpqa:test:101,9,train
gpqa:test:102,10,train
gpqa:test:103,10,train
gpqa:test:105,10,train
gpqa:test:106,10,train
gpqa:test:108,10,train
gpqa:test:109,3,train
gpqa:test:110,6,train
gpqa:test:111,10,train
gpqa:test:112,10,train
gpqa:test:113,13,train
gpqa:test:116,9,train
gpqa:test:117,10,train
gpqa:test:118,11,train
gpqa:test:119,5,train
gpqa:test:121,10,train
gpqa:test:122,3,train
gpqa:test:123,9,train
gpqa:test:124,12,train
gpqa:test:125,10,train
gpqa:test:127,5,train
gpqa:test:128,10,train
gpqa:test:129,13,train
gpqa:test:132,10,train
gpqa:test:133,10,train
gpqa:test:134,11,train
gpqa:test:135,11,train
gpqa:test:136,10,train
gpqa:test:138,10,train
gpqa:test:145,10,train
gpqa:test:146,11,train
gpqa:test:147,11,train
gpqa:test:148,10,train
gpqa:test:151,11,train
gpqa:test:153,10,train
gpqa:test:154,10,train
gpqa:test:156,10,train
gpqa:test:157,10,train
gpqa:test:159,13,train
gpqa:test:161,10,train
gpqa:test:163,11,train
gpqa:test:166,10,train
gpqa:test:168,10,train
gpqa:test:169,13,train
gpqa:test:170,10,train
gpqa:test:171,10,train
gpqa:test:172,10,train
gpqa:test:173,10,train
gpqa:test:174,10,train
gpqa:test:176,10,train
gpqa:test:181,10,train
gpqa:test:182,5,train
gpqa:test:184,10,train
gpqa:test:186,10,train
gpqa:test:188,13,train
gpqa:test:190,10,train
gpqa:test:191,3,train
gpqa:test:193,9,train
gpqa:test:195,5,train
gpqa:test:197,10,train
gpqa:test:198,11,train
mbpp:test:4,14,train
mbpp:test:6,2,train
mbpp:test:8,14,train
mbpp:test:9,14,train
mbpp:test:12,14,train
mbpp:test:13,14,train
mbpp:test:14,14,train
mbpp:test:15,14,train
mbpp:test:17,14,train
mbpp:test:18,14,train
mbpp:test:19,14,train
mbpp:test:20,14,train
mbpp:test:22,8,train
mbpp:test:23,14,train
mbpp:test:25,14,train
mbpp:test:26,14,train
mbpp:test:27,8,train
mbpp:test:28,8,train
mbpp:test:29,14,train
mbpp:test:30,14,train
mbpp:test:32,14,train
mbpp:test:33,14,train
mbpp:test:36,14,train
mbpp:test:37,8,train
mbpp:test:40,2,train
mbpp:test:41,14,train
mbpp:test:43,8,train
mbpp:test:44,8,train
mbpp:test:45,8,train
mbpp:test:46,2,train
mbpp:test:47,2,train
mbpp:test:49,2,train
mbpp:test:50,2,train
mbpp:test:51,4,train
mbpp:test:52,8,train
mbpp:test:53,14,train
mbpp:test:55,14,train
mbpp:test:56,8,train
mbpp:test:58,2,train
mbpp:test:60,8,train
mbpp:test:61,14,train
mbpp:test:62,14,train
mbpp:test:63,14,train
mbpp:test:65,8,train
mbpp:test:69,14,train
mbpp:test:70,2,train
mbpp:test:72,2,train
mbpp:test:73,14,train
mbpp:test:74,6,train
mbpp:test:76,14,train
mbpp:test:78,14,train
mbpp:test:79,2,train
mbpp:test:80,14,train
mbpp:test:81,8,train
mbpp:test:83,14,train
mbpp:test:84,14,train
mbpp:test:85,14,train
mbpp:test:87,2,train
mbpp:test:88,14,train
mbpp:test:89,14,train
mbpp:test:91,14,train
mbpp:test:92,8,train
mbpp:test:93,14,train
mbpp:test:94,8,train
mbpp:test:95,14,train
mbpp:test:97,14,train
mbpp:test:98,2,train
mbpp:test:99,14,train
mbpp:test:100,8,train
mbpp:test:102,8,train
mbpp:test:106,14,train
mbpp:test:107,14,train
mbpp:test:108,14,train
mbpp:test:109,8,train
mbpp:test:111,14,train
mbpp:test:113,8,train
mbpp:test:114,14,train
mbpp:test:115,14,train
mbpp:test:116,14,train
mbpp:test:118,14,train
mbpp:test:119,8,train
mbpp:test:121,14,train
mbpp:test:122,14,train
mbpp:test:124,14,train
mbpp:test:125,14,train
mbpp:test:129,14,train
mbpp:test:130,8,train
mbpp:test:131,2,train
mbpp:test:132,14,train
mbpp:test:133,14,train
mbpp:test:137,8,train
mbpp:test:139,14,train
mbpp:test:141,14,train
mbpp:test:142,8,train
mbpp:test:143,2,train
mbpp:test:144,14,train
mbpp:test:147,14,train
mbpp:test:149,2,train
mbpp:test:150,14,train
mbpp:test:151,14,train
mbpp:test:152,14,train
mbpp:test:155,14,train
mbpp:test:156,14,train
mbpp:test:158,2,train
mbpp:test:161,14,train
mbpp:test:163,14,train
mbpp:test:164,14,train
mbpp:test:165,8,train
mbpp:test:166,2,train
mbpp:test:167,14,train
mbpp:test:169,8,train
mbpp:test:171,14,train
mbpp:test:172,14,train
mbpp:test:173,14,train
mbpp:test:177,14,train
mbpp:test:179,14,train
mbpp:test:181,2,train
mbpp:test:182,2,train
mbpp:test:183,8,train
mbpp:test:184,14,train
mbpp:test:186,6,train
mbpp:test:187,9,train
mbpp:test:189,2,train
mbpp:test:190,3,train
mbpp:test:191,8,train
mbpp:test:192,14,train
mbpp:test:193,14,train
mbpp:test:195,4,train
mbpp:test:196,14,train
mbpp:test:197,8,train
mbpp:test:198,14,train
mbpp:test:199,14,train
mbpp:test:200,14,train
mbpp:test:202,14,train
mbpp:test:204,14,train
mbpp:test:205,14,train
mbpp:test:207,14,train
mbpp:test:208,14,train
mbpp:test:211,6,train
mbpp:test:214,14,train
mbpp:test:216,14,train
mbpp:test:217,8,train
mbpp:test:219,14,train
mbpp:test:220,14,train
mbpp:test:221,13,train
mbpp:test:222,14,train
mbpp:test:223,14,train
mbpp:test:224,14,train
mbpp:test:226,8,train
mbpp:test:230,14,train
mbpp:test:235,2,train
mbpp:test:236,14,train
mbpp:test:240,8,train
mbpp:test:241,14,train
mbpp:test:242,14,train
mbpp:test:244,2,train
mbpp:test:246,8,train
mbpp:test:247,2,train
mbpp:test:248,2,train
mbpp:test:250,8,train
mbpp:test:251,2,train
mbpp:test:253,14,train
mbpp:test:254,14,train
mbpp:test:257,8,train
mbpp:test:258,2,train
mbpp:test:259,14,train
mbpp:test:260,14,train
mbpp:test:262,14,train
mbpp:test:263,11,train
mbpp:test:266,2,train
mbpp:test:269,14,train
mbpp:test:270,14,train
mbpp:test:271,2,train
mbpp:test:273,14,train
mbpp:test:274,2,train
mbpp:test:275,8,train
mbpp:test:278,14,train
mbpp:test:279,14,train
mbpp:test:280,14,train
mbpp:test:283,2,train
mbpp:test:284,14,train
mbpp:test:285,14,train
mbpp:test:286,8,train
mbpp:test:289,14,train
mbpp:test:293,14,train
mbpp:test:294,14,train
mbpp:test:295,14,train
mbpp:test:296,0,train
mbpp:test:297,14,train
mbpp:test:298,14,train
mbpp:test:299,14,train
mbpp:test:302,8,train
mbpp:test:303,8,train
mbpp:test:305,14,train
mbpp:test:307,8,train
mbpp:test:311,8,train
mbpp:test:312,2,train
mbpp:test:315,14,train
mbpp:test:316,14,train
mbpp:test:317,14,train
mbpp:test:318,14,train
mbpp:test:320,14,train
mbpp:test:321,14,train
mbpp:test:324,14,train
mbpp:test:326,14,train
mbpp:test:330,14,train
mbpp:test:332,14,train
mbpp:test:333,8,train
mbpp:test:335,14,train
mbpp:test:336,14,train
mbpp:test:338,8,train
mbpp:test:343,14,train
mbpp:test:344,14,train
mbpp:test:346,7,train
mbpp:test:351,14,train
mbpp:test:353,14,train
mbpp:test:355,8,train
mbpp:test:358,14,train
mbpp:test:359,14,train
mbpp:test:361,14,train
mbpp:test:362,7,train
mbpp:test:365,8,train
mbpp:test:368,2,train
mbpp:test:369,8,train
mbpp:test:370,14,train
mbpp:test:372,8,train
mbpp:test:373,14,train
mbpp:test:375,2,train
mbpp:test:376,14,train
mbpp:test:378,14,train
mbpp:test:382,14,train
mbpp:test:383,8,train
mbpp:test:384,8,train
mbpp:test:385,14,train
mbpp:test:388,14,train
mbpp:test:391,14,train
mbpp:test:393,14,train
mbpp:test:394,8,train
mbpp:test:395,14,train
mbpp:test:396,8,train
mbpp:test:397,14,train
mbpp:test:398,14,train
mbpp:test:399,8,train
mbpp:test:401,14,train
mbpp:test:403,14,train
mbpp:test:404,14,train
mbpp:test:406,8,train
mbpp:test:408,8,train
mbpp:test:410,14,train
mbpp:test:411,2,train
mbpp:test:412,7,train
mbpp:test:413,8,train
mbpp:test:414,14,train
mbpp:test:415,8,train
mbpp:test:418,8,train
mbpp:test:419,14,train
mbpp:test:420,8,train
mbpp:test:422,2,train
mbpp:test:425,6,train
mbpp:test:426,14,train
mbpp:test:427,6,train
mbpp:test:428,1,train
mbpp:test:430,8,train
mbpp:test:431,8,train
mbpp:test:433,14,train
mbpp:test:434,8,train
mbpp:test:435,8,train
mbpp:test:437,14,train
mbpp:test:438,8,train
mbpp:test:439,14,train
mbpp:test:441,3,train
mbpp:test:443,8,train
mbpp:test:444,14,train
mbpp:test:448,2,train
mbpp:test:450,14,train
mbpp:test:451,14,train
mbpp:test:454,8,train
mbpp:test:455,14,train
mbpp:test:456,8,train
mbpp:test:457,2,train
mbpp:test:458,14,train
mbpp:test:459,8,train
mbpp:test:460,2,train
mbpp:test:461,14,train
mbpp:test:462,14,train
mbpp:test:463,2,train
mbpp:test:465,14,train
mbpp:test:468,14,train
mbpp:test:470,2,train
mbpp:test:472,8,train
mbpp:test:473,14,train
mbpp:test:476,2,train
mbpp:test:480,2,train
mbpp:test:481,14,train
mbpp:test:488,14,train
mbpp:test:489,8,train
mbpp:test:491,14,train
mbpp:test:500,14,train
mbpp:test:501,14,train
mbpp:test:502,14,train
mbpp:test:503,14,train
mbpp:test:505,14,train
mbpp:test:509,14,train
mbpp:test:510,9,train
mbpp:test:511,8,train
mbpp:test:513,14,train
mbpp:test:514,14,train
mbpp:test:515,14,train
mbpp:test:517,14,train
mbpp:test:518,14,train
mbpp:test:519,14,train
mbpp:test:520,2,train
mbpp:test:524,2,train
mbpp:test:527,8,train
mbpp:test:528,14,train
mbpp:test:529,14,train
mbpp:test:530,2,train
mbpp:test:531,8,train
mbpp:test:532,2,train
mbpp:test:534,14,train
mbpp:test:535,14,train
mbpp:test:537,14,train
mbpp:test:538,14,train
mbpp:test:542,8,train
mbpp:test:543,14,train
mbpp:test:544,14,train
mbpp:test:545,14,train
mbpp:test:550,2,train
mbpp:test:551,8,train
mbpp:test:553,2,train
mbpp:test:554,14,train
mbpp:test:557,8,train
mbpp:test:558,14,train
mbpp:test:559,2,train
mbpp:test:561,14,train
mbpp:test:564,8,train
mbpp:test:568,14,train
mbpp:test:569,14,train
mbpp:test:570,8,train
mbpp:test:571,14,train
mbpp:test:572,14,train
mbpp:test:573,14,train
mbpp:test:574,14,train
mbpp:test:575,2,train
mbpp:test:576,14,train
mbpp:test:578,14,train
mbpp:test:580,8,train
mbpp:test:581,8,train
mbpp:test:582,15,train
mbpp:test:583,14,train
mbpp:test:585,8,train
mbpp:test:586,14,train
mbpp:test:587,14,train
mbpp:test:588,8,train
mbpp:test:589,8,train
mbpp:test:591,2,train
mbpp:test:594,14,train
mbpp:test:595,14,train
mbpp:test:596,14,train
mbpp:test:597,14,train
mbpp:test:598,14,train
mbpp:test:599,14,train
mbpp:test:600,14,train
mbpp:test:603,2,train
mbpp:test:604,2,train
mbpp:test:606,14,train
mbpp:test:607,14,train
mbpp:test:610,8,train
mbpp:test:611,8,train
mbpp:test:612,14,train
mbpp:test:613,8,train
mbpp:test:615,14,train
mbpp:test:616,8,train
mbpp:test:617,14,train
mbpp:test:618,8,train
mbpp:test:620,14,train
mbpp:test:622,2,train
mbpp:test:625,14,train
mbpp:test:627,8,train
mbpp:test:628,14,train
mbpp:test:630,14,train
mbpp:test:632,14,train
mbpp:test:633,8,train
mbpp:test:635,2,train
mbpp:test:637,14,train
mbpp:test:644,2,train
mbpp:test:647,14,train
mbpp:test:648,7,train
mbpp:test:649,14,train
mbpp:test:651,8,train
mbpp:test:654,8,train
mbpp:test:655,2,train
mbpp:test:656,14,train
mbpp:test:658,2,train
mbpp:test:659,14,train
mbpp:test:661,14,train
mbpp:test:662,14,train
mbpp:test:667,14,train
mbpp:test:668,14,train
mbpp:test:669,8,train
mbpp:test:670,14,train
mbpp:test:671,14,train
mbpp:test:672,2,train
mbpp:test:673,14,train
mbpp:test:674,8,train
mbpp:test:675,14,train
mbpp:test:676,14,train
mbpp:test:677,8,train
mbpp:test:678,14,train
mbpp:test:679,6,train
mbpp:test:680,14,train
mbpp:test:681,2,train
mbpp:test:682,14,train
mbpp:test:686,14,train
mbpp:test:687,8,train
mbpp:test:688,14,train
mbpp:test:689,14,train
mbpp:test:690,8,train
mbpp:test:691,2,train
mbpp:test:692,14,train
mbpp:test:693,8,train
mbpp:test:694,6,train
mbpp:test:695,2,train
mbpp:test:696,14,train
mbpp:test:697,14,train
mbpp:test:698,8,train
mbpp:test:699,14,train
mbpp:test:701,2,train
mbpp:test:706,14,train
mbpp:test:708,2,train
mbpp:test:710,14,train
mbpp:test:714,14,train
mbpp:test:717,14,train
mbpp:test:720,14,train
mbpp:test:724,14,train
mbpp:test:725,14,train
mbpp:test:727,14,train
mbpp:test:729,14,train
mbpp:test:730,8,train
mbpp:test:731,2,train
mbpp:test:733,14,train
mbpp:test:734,8,train
mbpp:test:737,8,train
mbpp:test:739,6,train
mbpp:test:740,14,train
mbpp:test:742,1,train
mbpp:test:743,14,train
mbpp:test:744,3,train
mbpp:test:748,14,train
mbpp:test:749,14,train
mbpp:test:750,2,train
mbpp:test:751,14,train
mbpp:test:752,2,train
mbpp:test:754,14,train
mbpp:test:755,8,train
mbpp:test:756,14,train
mbpp:test:757,14,train
mbpp:test:758,14,train
mbpp:test:759,14,train
mbpp:test:763,14,train
mbpp:test:764,14,train
mbpp:test:765,14,train
mbpp:test:766,2,train
mbpp:test:767,14,train
mbpp:test:768,14,train
mbpp:test:769,2,train
mbpp:test:770,14,train
mbpp:test:772,14,train
mbpp:test:773,2,train
mbpp:test:774,2,train
mbpp:test:777,8,train
mbpp:test:778,8,train
mbpp:test:779,14,train
mbpp:test:780,14,train
mbpp:test:781,8,train
mbpp:test:783,2,train
mbpp:test:785,14,train
mbpp:test:787,14,train
mbpp:test:788,14,train
mbpp:test:790,2,train
mbpp:test:791,2,train
mbpp:test:792,14,train
mbpp:test:793,14,train
mbpp:test:794,14,train
mbpp:test:796,2,train
mbpp:test:798,8,train
mbpp:test:800,14,train
mbpp:test:801,14,train
mbpp:test:805,8,train
mbpp:test:806,8,train
mbpp:test:808,14,train
mbpp:test:814,14,train
mbpp:test:816,2,train
mbpp:test:817,2,train
mbpp:test:820,14,train
mbpp:test:821,2,train
mbpp:test:822,14,train
mbpp:test:823,2,train
mbpp:test:825,14,train
mbpp:test:826,14,train
mbpp:test:828,14,train
mbpp:test:829,14,train
mbpp:test:831,14,train
mbpp:test:832,8,train
mbpp:test:834,14,train
mbpp:test:839,14,train
mbpp:test:840,14,train
mbpp:test:841,14,train
mbpp:test:843,14,train
mbpp:test:844,14,train
mbpp:test:845,8,train
mbpp:test:848,2,train
mbpp:test:849,14,train
mbpp:test:851,14,train
mbpp:test:852,14,train
mbpp:test:853,8,train
mbpp:test:857,8,train
mbpp:test:860,8,train
mbpp:test:861,2,train
mbpp:test:863,8,train
mbpp:test:864,14,train
mbpp:test:865,14,train
mbpp:test:866,14,train
mbpp:test:868,14,train
mbpp:test:870,14,train
mbpp:test:872,8,train
mbpp:test:875,2,train
mbpp:test:876,2,train
mbpp:test:878,14,train
mbpp:test:879,14,train
mbpp:test:881,14,train
mbpp:test:884,14,train
mbpp:test:886,2,train
mbpp:test:888,12,train
mbpp:test:891,2,train
mbpp:test:892,14,train
mbpp:test:894,14,train
mbpp:test:895,14,train
mbpp:test:903,2,train
mbpp:test:904,14,train
mbpp:test:905,14,train
mbpp:test:906,14,train
mbpp:test:908,14,train
mbpp:test:910,14,train
mbpp:test:911,14,train
mbpp:test:912,14,train
mbpp:test:913,2,train
mbpp:test:914,2,train
mbpp:test:917,14,train
mbpp:test:919,14,train
mbpp:test:920,14,train
mbpp:test:922,14,train
mbpp:test:923,14,train
mbpp:test:926,2,train
mbpp:test:928,8,train
mbpp:test:929,14,train
mbpp:test:934,14,train
mbpp:test:936,2,train
mbpp:test:938,14,train
mbpp:test:939,14,train
mbpp:test:940,14,train
mbpp:test:943,14,train
mbpp:test:944,14,train
mbpp:test:946,8,train
mbpp:test:947,14,train
mbpp:test:949,8,train
mbpp:test:950,14,train
mbpp:test:953,8,train
mbpp:test:954,14,train
mbpp:test:955,8,train
mbpp:test:956,14,train
mbpp:test:959,8,train
mbpp:test:960,8,train
mbpp:test:961,14,train
mbpp:test:962,4,train
mbpp:test:963,14,train
mbpp:test:964,14,train
mbpp:test:965,14,train
mbpp:test:966,14,train
mbpp:test:967,14,train
mbpp:test:969,8,train
mbpp:test:970,8,train
mbpp:test:971,8,train
mbpp:test:973,14,train
aime:hybrid:2,9,train
aime:hybrid:3,0,train
aime:hybrid:5,11,train
aime:hybrid:6,0,train
aime:hybrid:8,0,train
aime:hybrid:9,0,train
aime:hybrid:10,11,train
aime:hybrid:11,11,train
aime:hybrid:13,9,train
aime:hybrid:14,11,train
aime:hybrid:15,9,train
aime:hybrid:19,11,train
aime:hybrid:20,10,train
aime:hybrid:23,0,train
aime:hybrid:24,11,train
aime:hybrid:25,10,train
aime:hybrid:28,0,train
aime:hybrid:29,9,train
aime:hybrid:32,10,train
aime:hybrid:35,0,train
aime:hybrid:38,0,train
aime:hybrid:40,0,train
aime:hybrid:41,0,train
aime:hybrid:43,4,train
aime:hybrid:46,4,train
aime:hybrid:47,0,train
aime:hybrid:48,4,train
aime:hybrid:49,7,train
aime:hybrid:50,10,train
aime:hybrid:51,9,train
aime:hybrid:52,0,train
aime:hybrid:55,9,train
aime:hybrid:60,0,train
humaneval:test:8,0,test
humaneval:test:19,10,test
humaneval:test:21,0,test
humaneval:test:33,0,test
humaneval:test:34,0,test
humaneval:test:39,10,test
humaneval:test:43,0,test
humaneval:test:51,0,test
humaneval:test:53,0,test
humaneval:test:54,11,test
humaneval:test:61,9,test
humaneval:test:69,0,test
humaneval:test:74,0,test
humaneval:test:83,0,test
humaneval:test:84,0,test
humaneval:test:85,0,test
humaneval:test:86,0,test
humaneval:test:102,10,test
humaneval:test:105,0,test
humaneval:test:119,0,test
humaneval:test:136,0,test
humaneval:test:145,0,test
humaneval:test:151,0,test
humaneval:test:153,10,test
humaneval:test:156,0,test
humaneval:test:159,10,test
humaneval:test:162,0,test
mmlupro:test_1000:1,11,test
mmlupro:test_1000:8,5,test
mmlupro:test_1000:10,10,test
mmlupro:test_1000:18,10,test
mmlupro:test_1000:27,10,test
mmlupro:test_1000:34,10,test
mmlupro:test_1000:35,1,test
mmlupro:test_1000:37,11,test
mmlupro:test_1000:46,0,test
mmlupro:test_1000:57,11,test
mmlupro:test_1000:60,10,test
mmlupro:test_1000:63,5,test
mmlupro:test_1000:64,12,test
mmlupro:test_1000:67,10,test
mmlupro:test_1000:72,5,test
mmlupro:test_1000:73,13,test
mmlupro:test_1000:78,10,test
mmlupro:test_1000:81,5,test
mmlupro:test_1000:89,10,test
mmlupro:test_1000:97,9,test
mmlupro:test_1000:106,10,test
mmlupro:test_1000:115,11,test
mmlupro:test_1000:120,5,test
mmlupro:test_1000:121,9,test
mmlupro:test_1000:124,6,test
mmlupro:test_1000:129,10,test
mmlupro:test_1000:131,7,test
mmlupro:test_1000:133,10,test
mmlupro:test_1000:137,11,test
mmlupro:test_1000:139,10,test
mmlupro:test_1000:143,7,test
mmlupro:test_1000:162,5,test
mmlupro:test_1000:166,10,test
mmlupro:test_1000:173,9,test
mmlupro:test_1000:198,4,test
mmlupro:test_1000:200,0,test
mmlupro:test_1000:203,9,test
mmlupro:test_1000:208,10,test
mmlupro:test_1000:210,11,test
mmlupro:test_1000:214,10,test
mmlupro:test_1000:220,5,test
mmlupro:test_1000:222,11,test
mmlupro:test_1000:225,10,test
mmlupro:test_1000:228,3,test
mmlupro:test_1000:250,10,test
mmlupro:test_1000:254,3,test
mmlupro:test_1000:256,13,test
mmlupro:test_1000:259,5,test
mmlupro:test_1000:261,10,test
mmlupro:test_1000:262,11,test
mmlupro:test_1000:264,10,test
mmlupro:test_1000:272,10,test
mmlupro:test_1000:275,7,test
mmlupro:test_1000:284,10,test
mmlupro:test_1000:290,9,test
mmlupro:test_1000:291,10,test
mmlupro:test_1000:307,11,test
mmlupro:test_1000:308,11,test
mmlupro:test_1000:309,11,test
mmlupro:test_1000:317,10,test
mmlupro:test_1000:321,11,test
mmlupro:test_1000:325,10,test
mmlupro:test_1000:326,9,test
mmlupro:test_1000:335,5,test
mmlupro:test_1000:346,10,test
mmlupro:test_1000:348,10,test
mmlupro:test_1000:354,10,test
mmlupro:test_1000:355,11,test
mmlupro:test_1000:362,14,test
mmlupro:test_1000:367,9,test
mmlupro:test_1000:368,11,test
mmlupro:test_1000:377,0,test
mmlupro:test_1000:380,10,test
mmlupro:test_1000:386,10,test
mmlupro:test_1000:393,10,test
mmlupro:test_1000:401,10,test
mmlupro:test_1000:405,5,test
mmlupro:test_1000:428,11,test
mmlupro:test_1000:431,11,test
mmlupro:test_1000:432,11,test
mmlupro:test_1000:438,11,test
mmlupro:test_1000:439,11,test
mmlupro:test_1000:446,11,test
mmlupro:test_1000:450,10,test
mmlupro:test_1000:451,10,test
mmlupro:test_1000:464,10,test
mmlupro:test_1000:471,11,test
mmlupro:test_1000:482,11,test
mmlupro:test_1000:491,9,test
mmlupro:test_1000:496,9,test
mmlupro:test_1000:499,9,test
mmlupro:test_1000:501,10,test
mmlupro:test_1000:502,9,test
mmlupro:test_1000:505,10,test
mmlupro:test_1000:520,9,test
mmlupro:test_1000:524,11,test
mmlupro:test_1000:525,10,test
mmlupro:test_1000:526,10,test
mmlupro:test_1000:527,10,test
mmlupro:test_1000:530,5,test
mmlupro:test_1000:531,11,test
mmlupro:test_1000:532,11,test
mmlupro:test_1000:536,11,test
mmlupro:test_1000:543,7,test
mmlupro:test_1000:544,4,test
mmlupro:test_1000:546,5,test
mmlupro:test_1000:554,11,test
mmlupro:test_1000:555,15,test
mmlupro:test_1000:559,10,test
mmlupro:test_1000:564,11,test
mmlupro:test_1000:565,10,test
mmlupro:test_1000:583,9,test
mmlupro:test_1000:584,11,test
mmlupro:test_1000:586,9,test
mmlupro:test_1000:587,10,test
mmlupro:test_1000:593,10,test
mmlupro:test_1000:595,10,test
mmlupro:test_1000:597,11,test
mmlupro:test_1000:599,5,test
mmlupro:test_1000:601,11,test
mmlupro:test_1000:606,9,test
mmlupro:test_1000:612,10,test
mmlupro:test_1000:614,11,test
mmlupro:test_1000:622,11,test
mmlupro:test_1000:628,10,test
mmlupro:test_1000:629,9,test
mmlupro:test_1000:634,14,test
mmlupro:test_1000:635,4,test
mmlupro:test_1000:636,10,test
mmlupro:test_1000:638,10,test
mmlupro:test_1000:641,9,test
mmlupro:test_1000:647,7,test
mmlupro:test_1000:649,11,test
mmlupro:test_1000:655,9,test
mmlupro:test_1000:659,11,test
mmlupro:test_1000:677,10,test
mmlupro:test_1000:683,11,test
mmlupro:test_1000:684,9,test
mmlupro:test_1000:687,4,test
mmlupro:test_1000:690,9,test
mmlupro:test_1000:691,10,test
mmlupro:test_1000:694,10,test
mmlupro:test_1000:695,10,test
mmlupro:test_1000:700,10,test
mmlupro:test_1000:709,14,test
mmlupro:test_1000:712,10,test
mmlupro:test_1000:715,10,test
mmlupro:test_1000:720,9,test
mmlupro:test_1000:725,10,test
mmlupro:test_1000:729,10,test
mmlupro:test_1000:744,10,test
mmlupro:test_1000:752,10,test
mmlupro:test_1000:759,10,test
mmlupro:test_1000:762,4,test
mmlupro:test_1000:774,9,test
mmlupro:test_1000:776,10,test
mmlupro:test_1000:778,11,test
mmlupro:test_1000:785,3,test
mmlupro:test_1000:786,10,test
mmlupro:test_1000:792,1,test
mmlupro:test_1000:794,11,test
mmlupro:test_1000:799,5,test
mmlupro:test_1000:806,10,test
mmlupro:test_1000:813,5,test
mmlupro:test_1000:815,9,test
mmlupro:test_1000:820,10,test
mmlupro:test_1000:824,11,test
mmlupro:test_1000:825,6,test
mmlupro:test_1000:826,10,test
mmlupro:test_1000:827,11,test
mmlupro:test_1000:829,11,test
mmlupro:test_1000:832,10,test
mmlupro:test_1000:839,0,test
mmlupro:test_1000:845,11,test
mmlupro:test_1000:847,0,test
mmlupro:test_1000:848,11,test
mmlupro:test_1000:851,11,test
mmlupro:test_1000:859,5,test
mmlupro:test_1000:868,10,test
mmlupro:test_1000:872,9,test
mmlupro:test_1000:877,10,test
mmlupro:test_1000:882,10,test
mmlupro:test_1000:886,10,test
mmlupro:test_1000:888,11,test
mmlupro:test_1000:890,10,test
mmlupro:test_1000:912,10,test
mmlupro:test_1000:920,10,test
mmlupro:test_1000:923,11,test
mmlupro:test_1000:928,12,test
mmlupro:test_1000:938,11,test
mmlupro:test_1000:939,10,test
mmlupro:test_1000:945,3,test
mmlupro:test_1000:950,11,test
mmlupro:test_1000:955,10,test
